HESA tariff status,Qualification,QUALTYPE,QUALGRADE,Tariff points
1,"Active IQ Level 3 Diploma in Physical Activity, Fitness and Exercise Science",1K,D,72
1,"Active IQ Level 3 Diploma in Physical Activity, Fitness and Exercise Science",1K,M,48
1,"Active IQ Level 3 Diploma in Physical Activity, Fitness and Exercise Science",1K,P,24
1,"Active IQ Level 3 Extended Diploma in Personal Training for Health, Fitness and Performance",1H,D,144
1,"Active IQ Level 3 Extended Diploma in Personal Training for Health, Fitness and Performance",1H,M,96
1,"Active IQ Level 3 Extended Diploma in Personal Training for Health, Fitness and Performance",1H,P,48
1,Advanced Extension Award,AE,D,14
1,Advanced Extension Award,AE,Dist,14
1,Advanced Extension Award,AE,Distinction,14
1,Advanced Extension Award,AE,M,12
1,Advanced Extension Award,AE,Merit,12
1,Advanced Extension Award,AE,CC,0
1,Speech and Drama Studies Grade 6,D6,D,12
1,Speech and Drama Studies Grade 6,D6,M,10
1,Speech and Drama Studies Grade 6,D6,P,8
1,Speech and Drama Studies Grade 6,D6,F,0
1,Speech and Drama Studies Grade 7,D7,D,16
1,Speech and Drama Studies Grade 7,D7,M,14
1,Speech and Drama Studies Grade 7,D7,P,12
1,Speech and Drama Studies Grade 7,D7,Absent,0
1,Speech and Drama Studies Grade 7,D7,F,0
1,Speech and Drama Studies Grade 8,D8,D,30
1,Speech and Drama Studies Grade 8,D8,M,27
1,Speech and Drama Studies Grade 8,D8,P,24
1,Speech and Drama Studies Grade 8,D8,F,0
1,Advanced Placement (AP) Examinations Programme,6I,5,28
1,Advanced Placement (AP) Examinations Programme,6I,4,24
1,Advanced Placement (AP) Examinations Programme,6I,3,20
1,Advanced Placement (AP) Examinations Programme,6I,2,16
1,Advanced Placement (AP) Examinations Programme,6I,1,12
1,Advanced Subsidiary,A1,A,20
1,Advanced Subsidiary,A1,Ad,20
1,Advanced Subsidiary,A1,Am,20
1,Advanced Subsidiary,A1,Ap,20
1,Advanced Subsidiary,A1,B,16
1,Advanced Subsidiary,A1,Bd,16
1,Advanced Subsidiary,A1,Bm,16
1,Advanced Subsidiary,A1,Bp,16
1,Advanced Subsidiary,A1,C,12
1,Advanced Subsidiary,A1,Cd,12
1,Advanced Subsidiary,A1,Cm,12
1,Advanced Subsidiary,A1,Cp,12
1,Advanced Subsidiary,A1,D,10
1,Advanced Subsidiary,A1,Dd,10
1,Advanced Subsidiary,A1,Dm,10
1,Advanced Subsidiary,A1,Dp,10
1,Advanced Subsidiary,A1,E,6
1,Advanced Subsidiary,A1,Ed,6
1,Advanced Subsidiary,A1,Em,6
1,Advanced Subsidiary,A1,Ep,6
1,AIM Awards Level 3 Certificate in Counselling (603/3986/X),8Z,DD,24
1,AIM Awards Level 3 Certificate in Counselling (603/3986/X),8Z,DM,20
1,AIM Awards Level 3 Certificate in Counselling (603/3986/X),8Z,MM,16
1,AIM Awards Level 3 Certificate in Counselling (603/3986/X),8Z,MP,12
1,AIM Awards Level 3 Certificate in Counselling (603/3986/X),8Z,PP,8
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,D,84
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,Distinction,84
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,High Merit,72
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,HM,72
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,M,60
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,Merit,60
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,High Pass,48
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,HP,48
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,P,36
1,"AIM Awards Level 3 Diploma in Games, Animation and VFX Skills",7E,Pass,36
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",7G,D,168
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",7G,HM,144
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",7G,M,120
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",7G,HP,96
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",7G,P,72
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",AM,D,144
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",AM,M,96
1,"AIM Awards Level 3 Extended Diploma in Games, Animation and VFX Skills",AM,P,48
1,AQA Level 3 Foundation Technical Level IT: Cyber Security,AZ,D*,56
1,AQA Level 3 Foundation Technical Level IT: Cyber Security,AZ,D,48
1,AQA Level 3 Foundation Technical Level IT: Cyber Security,AZ,M,32
1,AQA Level 3 Foundation Technical Level IT: Cyber Security,AZ,P,16
1,AQA Level 3 Certificate in Applied Business,9V,D*,28
1,AQA Level 3 Certificate in Applied Business,9V,D,24
1,AQA Level 3 Certificate in Applied Business,9V,M,16
1,AQA Level 3 Certificate in Applied Business,9V,P,8
1,AQA Level 3 Certificate in Applied Science,9X,D*,28
1,AQA Level 3 Certificate in Applied Science,9X,D,24
1,AQA Level 3 Certificate in Applied Science,9X,M,16
1,AQA Level 3 Certificate in Applied Science,9X,P,8
1,AQA Certificate in Mathematical Studies (Core Maths),AK,A,20
1,AQA Certificate in Mathematical Studies (Core Maths),AK,B,16
1,AQA Certificate in Mathematical Studies (Core Maths),AK,C,12
1,AQA Certificate in Mathematical Studies (Core Maths),AK,D,10
1,AQA Certificate in Mathematical Studies (Core Maths),AK,E,6
1,AQA Level 3 Extended Certificate in Applied Business,9W,D*,56
1,AQA Level 3 Extended Certificate in Applied Business,9W,D,48
1,AQA Level 3 Extended Certificate in Applied Business,9W,M,32
1,AQA Level 3 Extended Certificate in Applied Business,9W,P,16
1,AQA Level 3 Extended Certificate in Applied Science,9Y,D*,56
1,AQA Level 3 Extended Certificate in Applied Science,9Y,D,48
1,AQA Level 3 Extended Certificate in Applied Science,9Y,M,32
1,AQA Level 3 Extended Certificate in Applied Science,9Y,P,16
1,AQA Level 3 Foundation Technical Level Business: Marketing Communications,9E,D*,56
1,AQA Level 3 Foundation Technical Level Business: Marketing Communications,9E,D,48
1,AQA Level 3 Foundation Technical Level Business: Marketing Communications,9E,M,32
1,AQA Level 3 Foundation Technical Level Business: Marketing Communications,9E,P,16
1,AQA Level 3 Foundation Technical Level Engineering,9F,D*,56
1,AQA Level 3 Foundation Technical Level Engineering,9F,D,48
1,AQA Level 3 Foundation Technical Level Engineering,9F,M,32
1,AQA Level 3 Foundation Technical Level Engineering,9F,P,16
1,AQA Level 3 Foundation Technical Level Entertainment Technology: Video Games Art and Mechanics,9N,D*,56
1,AQA Level 3 Foundation Technical Level Entertainment Technology: Video Games Art and Mechanics,9N,D,48
1,AQA Level 3 Foundation Technical Level Entertainment Technology: Video Games Art and Mechanics,9N,M,32
1,AQA Level 3 Foundation Technical Level Entertainment Technology: Video Games Art and Mechanics,9N,P,16
1,AQA Level 3 Foundation Technical Level IT: Scripting and App Programming,9G,D*,56
1,AQA Level 3 Foundation Technical Level IT: Scripting and App Programming,9G,D,48
1,AQA Level 3 Foundation Technical Level IT: Scripting and App Programming,9G,M,32
1,AQA Level 3 Foundation Technical Level IT: Scripting and App Programming,9G,P,16
1,AQA Level 3 Foundation Technical Level IT: Technical support,9H,D*,56
1,AQA Level 3 Foundation Technical Level IT: Technical support,9H,D,48
1,AQA Level 3 Foundation Technical Level IT: Technical support,9H,M,32
1,AQA Level 3 Foundation Technical Level IT: Technical support,9H,P,16
1,AQA Level 3 Technical Level (1080 glh),9M,D*D*D*,168
1,AQA Level 3 Technical Level (1080 glh),9M,D*D*D,160
1,AQA Level 3 Technical Level (1080 glh),9M,D*DD,152
1,AQA Level 3 Technical Level (1080 glh),9M,DDD,144
1,AQA Level 3 Technical Level (1080 glh),9M,DDM,128
1,AQA Level 3 Technical Level (1080 glh),9M,DMM,112
1,AQA Level 3 Technical Level (1080 glh),9M,MMM,96
1,AQA Level 3 Technical Level (1080 glh),9M,MMP,80
1,AQA Level 3 Technical Level (1080 glh),9M,MPP,64
1,AQA Level 3 Technical Level (1080 glh),9M,PPP,48
1,AQA Level 3 Technical Level (540 glh),9K,D*D*,84
1,AQA Level 3 Technical Level (540 glh),9K,D*D,78
1,AQA Level 3 Technical Level (540 glh),9K,DD,72
1,AQA Level 3 Technical Level (540 glh),9K,DM,60
1,AQA Level 3 Technical Level (540 glh),9K,MM,48
1,AQA Level 3 Technical Level (540 glh),9K,MP,36
1,AQA Level 3 Technical Level (540 glh),9K,PP,24
1,AQA Level 3 Technical Level (720 glh),9L,D*D*,112
1,AQA Level 3 Technical Level (720 glh),9L,D*D,104
1,AQA Level 3 Technical Level (720 glh),9L,DD,96
1,AQA Level 3 Technical Level (720 glh),9L,DM,80
1,AQA Level 3 Technical Level (720 glh),9L,MM,64
1,AQA Level 3 Technical Level (720 glh),9L,MP,48
1,AQA Level 3 Technical Level (720 glh),9L,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Business: Marketing (VRQ),A3,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Design Engineering (VRQ),A4,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Mechatronic Engineering (VRQ),A5,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level Engineering: Power Network Engineering (VRQ),A6,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Cyber Security and Security Administration,AY,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Networking (VRQ),A7,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: Programming (VRQ),A8,PP,32
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,D*D*,112
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,D*D,104
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,DD,96
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,DM,80
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,MM,64
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,MP,48
1,AQA Level 3 Technical (720 glh) / AQA Level 3 Technical Level IT: User Support (VRQ),A9,PP,32
1,AS Double Award (Reformed),1D,AA,40
1,AS Double Award (Reformed),1D,AB,36
1,AS Double Award (Reformed),1D,BB,32
1,AS Double Award (Reformed),1D,BC,28
1,AS Double Award (Reformed),1D,CC,24
1,AS Double Award (Reformed),1D,CD,22
1,AS Double Award (Reformed),1D,DD,20
1,AS Double Award (Reformed),1D,DE,16
1,AS Double Award (Reformed),1D,EE,12
1,ASDAN Level 3 Award of Personal Effectiveness (QCF) (AoPE),AF,P,8
1,ASDAN Level 3 Award of Personal Effectiveness (QCF) (AoPE),AF,Pass,8
1,ASDAN Level 3 Award of Personal Effectiveness (QCF) (AoPE),AF,CC,0
1,Cope Awards,CO,P,16
1,Cope Awards,CO,Pass,16
1,Cope Awards,CO,F,0
1,CTH Level 3 Extended Certificate in Professional Cookery,HE,D,36
1,CTH Level 3 Extended Certificate in Professional Cookery,HE,M,24
1,CTH Level 3 Extended Certificate in Professional Cookery,HE,P,12
1,ASDAN Level 3 Extended Project Qualification,8A,A*,28
1,ASDAN Level 3 Extended Project Qualification,8A,A,24
1,ASDAN Level 3 Extended Project Qualification,8A,B,20
1,ASDAN Level 3 Extended Project Qualification,8A,C,16
1,ASDAN Level 3 Extended Project Qualification,8A,D,12
1,ASDAN Level 3 Extended Project Qualification,8A,E,8
1,Asset Languages - Listening,AL,1,0
1,Asset Languages - Listening,AL,2,0
1,Asset Languages - Listening,AL,3,0
1,Asset Languages - Listening,AL,4,0
1,Asset Languages - Listening,AL,5,0
1,Asset Languages - Listening,AL,6,0
1,Asset Languages - Listening,AL,7,0
1,Asset Languages - Listening,AL,8,0
1,Asset Languages - Listening,AL,9,0
1,Asset Languages - Listening,AL,10,6
1,Asset Languages - Listening,AL,11,8
1,Asset Languages - Listening,AL,12,12
1,Asset Languages - Listening,AL,13,0
1,Asset Languages - Listening,AL,14,0
1,Asset Languages - Listening,AL,15,0
1,Asset Languages - Listening,AL,16,0
1,Asset Languages - Listening,AL,17,0
1,Asset Languages - Reading,AR,12,12
1,Asset Languages - Reading,AR,11,8
1,Asset Languages - Reading,AR,10,6
1,Asset Languages - Speaking,AP,12,12
1,Asset Languages - Speaking,AP,11,8
1,Asset Languages - Speaking,AP,10,6
1,Asset Languages - Speaking,AP,5,28
1,Asset Languages - Speaking,AP,4,24
1,Asset Languages - Speaking,AP,3,20
1,Asset Languages - Speaking,AP,2,16
1,Asset Languages - Speaking,AP,1,12
1,Asset Languages - Writing,AW,12,12
1,Asset Languages - Writing,AW,11,8
1,Asset Languages - Writing,AW,10,6
1,Atestāts par vispārējo vidējo izglītību (Latvia - prior to 2012),6K,A,30
1,Atestāts par vispārējo vidējo izglītību (Latvia - prior to 2012),6K,B,24
1,Atestāts par vispārējo vidējo izglītību (Latvia - prior to 2012),6K,C,18
1,Atestāts par vispārējo vidējo izglītību (Latvia - prior to 2012),6K,D,12
1,Atestāts par vispārējo vidējo izglītību (Latvia - prior to 2012),6K,E,9
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,81%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,82%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,83%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,84%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,85%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,86%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,87%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,88%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,89%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,90%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,91%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,92%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,93%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,94%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,95%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,96%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,97%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,98%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,99%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,100%,30
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,62%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,63%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,64%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,65%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,66%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,67%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,68%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,69%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,70%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,71%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,72%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,73%,24
1,Atestāts par vispārējo vidējo izglītību (Latvia),6J,74%,24
